"","Member_number","Date","itemDescription"
"17432",2069,2015-02-10,"specialty chocolate"
"17433",3012,2015-09-20,"brown bread"
"17434",2681,2015-02-24,"pastry"
"17435",4144,2015-11-06,"waffles"
"17436",3919,2015-10-07,"root vegetables"
"17437",2777,2015-06-01,"herbs"
"17438",4119,2015-05-09,"onions"
"17439",3597,2015-06-23,"whole milk"
"17440",2110,2015-05-15,"domestic eggs"
"17441",3523,2015-04-19,"rolls/buns"
"17442",3364,2015-09-14,"beverages"
"17443",3759,2015-09-08,"whole milk"
"17444",4014,2015-11-15,"citrus fruit"
"17445",3140,2015-08-27,"frozen meals"
"17446",2787,2015-06-24,"rolls/buns"
"17447",2525,2015-11-16,"beer"
"17448",2555,2015-12-05,"tropical fruit"
"17449",2419,2015-04-07,"pip fruit"
"17450",4257,2015-08-21,"pastry"
"17451",4267,2015-06-16,"cream cheese "
"17452",2364,2015-09-08,"coffee"
"17453",4008,2015-05-04,"pip fruit"
"17454",1231,2015-06-28,"detergent"
"17455",1651,2015-05-06,"beer"
"17456",1371,2015-05-11,"beef"
"17457",2501,2015-09-09,"whole milk"
"17458",1467,2015-05-02,"tropical fruit"
"17459",1015,2015-05-04,"whole milk"
"17460",4697,2015-02-10,"whole milk"
"17461",2727,2015-09-30,"frozen meals"
"17462",3592,2015-06-10,"bottled beer"
"17463",1279,2015-07-19,"ham"
"17464",1708,2015-04-02,"onions"
"17465",2305,2015-01-05,"cream cheese "
"17466",3294,2015-07-03,"beef"
"17467",4147,2015-09-16,"canned beer"
"17468",3850,2015-09-03,"curd cheese"
"17469",1624,2015-12-22,"berries"
"17470",3023,2015-05-06,"hamburger meat"
"17471",2771,2015-08-26,"cereal"
"17472",1144,2015-04-01,"whole milk"
"17473",3938,2015-05-18,"pork"
"17474",4180,2015-09-07,"hamburger meat"
"17475",1053,2015-07-09,"pastry"
"17476",2671,2015-07-27,"sugar"
"17477",2001,2015-09-09,"beer"
"17478",2095,2015-09-29,"beer"
"17479",3245,2015-12-08,"curd"
"17480",4878,2015-04-18,"whole milk"
"17481",3489,2015-03-09,"nuts/prunes"
"17482",3300,2015-07-25,"newspapers"
"17483",3090,2015-02-14,"white bread"
"17484",4441,2015-02-18,"curd"
"17485",1242,2015-05-18,"frozen meals"
"17486",1190,2015-06-11,"root vegetables"
"17487",1983,2015-07-06,"hamburger meat"
"17488",1872,2015-08-24,"berries"
"17489",4291,2015-12-09,"pip fruit"
"17490",4400,2015-12-11,"whole milk"
"17491",1628,2015-02-05,"yogurt"
"17492",1345,2015-03-21,"citrus fruit"
"17493",2732,2015-04-02,"beer"
"17494",3410,2015-10-29,"curd"
"17495",1920,2015-02-09,"citrus fruit"
"17496",3241,2015-09-20,"grapes"
"17497",2962,2015-04-26,"long life bakery product"
"17498",2492,2015-04-10,"frozen vegetables"
"17499",2416,2015-11-05,"long life bakery product"
"17500",1538,2015-03-08,"hamburger meat"
"17501",3801,2015-10-23,"herbs"
"17502",3202,2015-09-29,"tropical fruit"
"17503",4471,2015-02-28,"butter"
"17504",4939,2015-10-14,"beer"
"17505",2575,2015-03-13,"chicken"
"17506",4419,2015-12-23,"citrus fruit"
"17507",4217,2015-12-01,"bottled water"
"17508",1968,2015-01-10,"tropical fruit"
"17509",3084,2015-08-12,"margarine"
"17510",4807,2015-06-18,"coffee"
"17511",4781,2015-11-22,"cream cheese "
"17512",2432,2015-10-06,"condensed milk"
"17513",2951,2015-09-05,"yogurt"
"17514",1452,2015-05-09,"rolls/buns"
"17515",1603,2015-07-23,"white bread"
"17516",4727,2015-11-21,"whole milk"
"17517",4751,2015-11-19,"soda"
"17518",4296,2015-01-24,"fruit/vegetable juice"
"17519",2555,2015-11-11,"processed cheese"
"17520",1416,2015-06-20,"beer"
"17521",1919,2015-08-18,"soda"
"17522",2069,2015-07-02,"fruit/vegetable juice"
"17523",4509,2015-07-23,"bottled water"
"17524",4864,2015-07-22,"rolls/buns"
"17525",1575,2015-01-04,"whole milk"
"17526",2969,2015-09-28,"beer"
"17527",4301,2015-12-20,"detergent"
"17528",3855,2015-12-02,"whole milk"
"17529",3202,2015-04-16,"newspapers"
"17530",2167,2015-03-14,"soda"
"17531",4148,2015-01-07,"whole milk"
"17532",2517,2015-01-28,"cream cheese "
"17533",2840,2015-03-24,"butter"
"17534",1212,2015-06-19,"cat food"
"17535",2735,2015-06-01,"beer"
"17536",1212,2015-07-31,"beer"
"17537",1324,2015-03-26,"processed cheese"
"17538",2431,2015-06-29,"yogurt"
"17539",4526,2015-06-08,"canned beer"
"17540",1662,2015-06-12,"bottled water"
"17541",3802,2015-10-15,"whipped/sour cream"
"17542",2532,2015-01-08,"sugar"
"17543",1316,2015-03-26,"frozen vegetables"
"17544",2304,2015-07-01,"whole milk"
"17545",1955,2015-02-13,"rolls/buns"
"17546",2243,2015-01-31,"soda"
"17547",3859,2015-08-03,"curd"
"17548",3156,2015-08-02,"berries"
"17549",4605,2015-10-23,"margarine"
"17550",1864,2015-09-27,"whole milk"
"17551",4102,2015-05-13,"soda"
"17552",4835,2015-05-22,"rolls/buns"
"17553",1668,2015-03-14,"curd"
"17554",3130,2015-05-02,"bottled water"
"17555",1110,2015-11-20,"soda"
"17556",2240,2015-07-07,"frozen vegetables"
"17557",4647,2015-02-17,"hard cheese"
"17558",3872,2015-02-07,"frozen vegetables"
"17559",3184,2015-10-24,"onions"
"17560",4623,2015-07-08,"whipped/sour cream"
"17561",2111,2015-02-25,"candles"
"17562",3068,2015-06-19,"yogurt"
"17563",4533,2015-05-21,"citrus fruit"
"17564",3926,2015-06-30,"rolls/buns"
"17565",1605,2015-06-18,"citrus fruit"
"17566",4468,2015-06-15,"brown bread"
"17567",2041,2015-09-24,"grapes"
"17568",3835,2015-05-11,"bottled water"
"17569",3601,2015-02-03,"yogurt"
"17570",2307,2015-06-29,"berries"
"17571",1767,2015-04-18,"rolls/buns"
"17572",4251,2015-12-21,"root vegetables"
"17573",1365,2015-11-02,"frozen vegetables"
"17574",1665,2015-04-11,"UHT-milk"
"17575",2447,2015-06-25,"yogurt"
"17576",4825,2015-09-05,"frozen vegetables"
"17577",4844,2015-02-23,"whole milk"
"17578",3319,2015-03-03,"soda"
"17579",2536,2015-11-07,"pastry"
"17580",1857,2015-08-10,"long life bakery product"
"17581",4133,2015-07-27,"semi-finished bread"
"17582",2128,2015-06-20,"citrus fruit"
"17583",1793,2015-09-24,"rolls/buns"
"17584",3445,2015-02-15,"beverages"
"17585",2041,2015-07-17,"liquor (appetizer)"
"17586",1178,2015-03-23,"coffee"
"17587",2080,2015-04-21,"whole milk"
"17588",1928,2015-09-17,"canned beer"
"17589",2884,2015-05-08,"cream cheese "
"17590",3532,2015-01-25,"pip fruit"
"17591",1892,2015-11-20,"honey"
"17592",2880,2015-11-03,"onions"
"17593",2033,2015-02-14,"meat spreads"
"17594",3176,2015-01-17,"citrus fruit"
"17595",3768,2015-01-16,"curd"
"17596",3404,2015-12-07,"whole milk"
"17597",3891,2015-11-22,"sugar"
"17598",2974,2015-12-26,"packaged fruit/vegetables"
"17599",3831,2015-03-07,"flour"
"17600",1924,2015-03-02,"dessert"
"17601",4182,2015-08-21,"chewing gum"
"17602",1811,2015-05-24,"bottled water"
"17603",1283,2015-11-13,"frozen vegetables"
"17604",2154,2015-03-15,"whole milk"
"17605",4543,2015-10-23,"long life bakery product"
"17606",4642,2015-12-03,"shopping bags"
"17607",2360,2015-02-18,"beer"
"17608",3231,2015-03-31,"cocoa drinks"
"17609",1356,2015-09-08,"soda"
"17610",4895,2015-08-10,"cereals"
"17611",3390,2015-12-01,"coffee"
"17612",4495,2015-03-06,"waffles"
"17613",1202,2015-04-22,"rolls/buns"
"17614",1811,2015-09-23,"white wine"
"17615",4996,2015-02-20,"tropical fruit"
"17616",3291,2015-08-02,"semi-finished bread"
"17617",1878,2015-11-27,"whole milk"
"17618",1483,2015-06-27,"liquor (appetizer)"
"17619",4683,2015-09-23,"root vegetables"
"17620",4386,2015-09-08,"pip fruit"
"17621",4825,2015-11-15,"UHT-milk"
"17622",2549,2015-05-13,"liquor (appetizer)"
"17623",4965,2015-10-11,"newspapers"
"17624",3251,2015-09-10,"beer"
"17625",4932,2015-11-20,"soda"
"17626",3986,2015-07-23,"bottled water"
"17627",1616,2015-01-19,"coffee"
"17628",1239,2015-07-02,"yogurt"
"17629",4993,2015-02-09,"UHT-milk"
"17630",2762,2015-12-18,"beef"
"17631",1035,2015-09-08,"newspapers"
"17632",4717,2015-05-16,"citrus fruit"
"17633",4662,2015-11-17,"rolls/buns"
"17634",4267,2015-10-10,"bottled beer"
"17635",3500,2015-01-18,"tropical fruit"
"17636",4866,2015-08-21,"canned beer"
"17637",2492,2015-06-18,"root vegetables"
"17638",1044,2015-02-09,"beer"
"17639",2070,2015-12-19,"bottled water"
"17640",3761,2015-08-06,"beverages"
"17641",1145,2015-10-07,"root vegetables"
"17642",3324,2015-06-06,"butter"
"17643",4455,2015-12-26,"Instant food products"
"17644",3465,2015-07-30,"beer"
"17645",3940,2015-01-16,"semi-finished bread"
"17646",4934,2015-10-31,"curd"
"17647",3793,2015-01-22,"pastry"
"17648",2956,2015-12-02,"bottled water"
"17649",3662,2015-07-20,"rolls/buns"
"17650",3755,2015-04-14,"hygiene articles"
"17651",4173,2015-05-11,"hamburger meat"
"17652",3353,2015-03-06,"bottled water"
"17653",2193,2015-09-03,"soda"
"17654",2086,2015-06-02,"frozen vegetables"
"17655",1570,2015-03-20,"whipped/sour cream"
"17656",1233,2015-07-31,"whole milk"
"17657",4647,2015-01-30,"fruit/vegetable juice"
"17658",3178,2015-01-03,"yogurt"
"17659",2765,2015-09-04,"tropical fruit"
"17660",4221,2015-01-04,"pet care"
"17661",4265,2015-12-12,"root vegetables"
"17662",3532,2015-05-26,"butter"
"17663",1967,2015-09-03,"onions"
"17664",3474,2015-02-25,"berries"
"17665",4075,2015-01-05,"bottled water"
"17666",1551,2015-05-11,"rum"
"17667",4609,2015-11-07,"herbs"
"17668",1975,2015-09-26,"root vegetables"
"17669",4859,2015-09-09,"whole milk"
"17670",1502,2015-10-31,"beer"
"17671",1901,2015-04-21,"tropical fruit"
"17672",4487,2015-07-20,"onions"
"17673",3364,2015-06-29,"salad dressing"
"17674",2537,2015-10-14,"curd"
"17675",4719,2015-08-22,"yogurt"
"17676",2348,2015-12-11,"pastry"
"17677",4294,2015-12-03,"sauces"
"17678",3774,2015-01-12,"rolls/buns"
"17679",2250,2015-10-15,"whole milk"
"17680",3034,2015-05-07,"beer"
"17681",1799,2015-08-07,"beer"
"17682",1278,2015-11-07,"root vegetables"
"17683",2837,2015-04-22,"yogurt"
"17684",3056,2015-08-15,"beer"
"17685",2447,2015-10-15,"root vegetables"
"17686",1452,2015-10-27,"chewing gum"
"17687",4838,2015-01-31,"cream cheese "
"17688",4822,2015-07-04,"pastry"
"17689",2571,2015-05-02,"tropical fruit"
"17690",4310,2015-02-27,"spices"
"17691",2133,2015-07-11,"brown bread"
"17692",3568,2015-10-17,"bottled beer"
"17693",4474,2015-11-10,"brown bread"
"17694",3354,2015-01-27,"salty snack"
"17695",2389,2015-06-04,"yogurt"
"17696",1742,2015-07-05,"photo/film"
"17697",2574,2015-05-18,"canned beer"
"17698",4498,2015-04-07,"yogurt"
"17699",4612,2015-04-30,"beer"
"17700",1075,2015-01-29,"rolls/buns"
"17701",1371,2015-01-22,"whipped/sour cream"
"17702",2960,2015-06-21,"salty snack"
"17703",4434,2015-02-23,"rolls/buns"
"17704",1378,2015-10-12,"hamburger meat"
"17705",1615,2015-01-25,"beverages"
"17706",2503,2015-02-08,"whole milk"
"17707",2381,2015-04-01,"whole milk"
"17708",1613,2015-08-25,"cookware"
"17709",1031,2015-08-26,"cream cheese "
"17710",3200,2015-04-01,"specialty chocolate"
"17711",1138,2015-02-24,"butter milk"
"17712",4958,2015-05-24,"butter"
"17713",4858,2015-02-15,"frozen meals"
"17714",1616,2015-12-08,"pip fruit"
"17715",1270,2015-02-03,"cereals"
"17716",2347,2015-01-27,"red/blush wine"
"17717",2076,2015-12-04,"margarine"
"17718",3597,2015-07-07,"curd"
"17719",2151,2015-09-29,"pork"
"17720",2940,2015-11-07,"whole milk"
"17721",3475,2015-12-14,"root vegetables"
"17722",2715,2015-03-15,"beer"
"17723",3644,2015-10-02,"pastry"
"17724",4573,2015-01-25,"curd"
"17725",1649,2015-11-29,"frozen meals"
"17726",4079,2015-08-17,"whole milk"
"17727",1844,2015-11-13,"salty snack"
"17728",1420,2015-12-08,"rolls/buns"
"17729",2879,2015-07-23,"whipped/sour cream"
"17730",2440,2015-06-08,"frozen meals"
"17731",4095,2015-12-29,"beer"
"17732",2437,2015-11-15,"napkins"
"17733",1324,2015-01-24,"condensed milk"
"17734",4184,2015-12-15,"beverages"
"17735",4574,2015-10-03,"pastry"
"17736",4881,2015-03-26,"coffee"
"17737",3790,2015-08-04,"dish cleaner"
"17738",2616,2015-03-17,"whole milk"
"17739",1275,2015-06-04,"hygiene articles"
"17740",2131,2015-04-15,"yogurt"
"17741",2509,2015-02-03,"rolls/buns"
"17742",3077,2015-08-31,"salty snack"
"17743",3653,2015-09-12,"rolls/buns"
"17744",2922,2015-12-26,"onions"
"17745",2971,2015-01-27,"hamburger meat"
"17746",1463,2015-09-28,"specialty bar"
"17747",4323,2015-10-11,"tropical fruit"
"17748",2632,2015-07-01,"coffee"
"17749",1481,2015-06-04,"pip fruit"
"17750",1283,2015-03-06,"whipped/sour cream"
"17751",1164,2015-02-01,"sliced cheese"
"17752",4275,2015-09-11,"bottled water"
"17753",2600,2015-02-18,"cake bar"
"17754",2084,2015-08-15,"root vegetables"
"17755",1621,2015-02-20,"canned fruit"
"17756",1291,2015-03-06,"rolls/buns"
"17757",3301,2015-04-25,"cream cheese "
"17758",2715,2015-01-08,"male cosmetics"
"17759",4150,2015-08-26,"pastry"
"17760",1775,2015-10-11,"cat food"
"17761",2073,2015-02-04,"whole milk"
"17762",1912,2015-08-22,"bottled water"
"17763",4033,2015-06-06,"root vegetables"
"17764",4877,2015-02-28,"bottled water"
"17765",2590,2015-09-28,"hamburger meat"
"17766",3982,2015-01-28,"liquor (appetizer)"
"17767",2782,2015-06-09,"beer"
"17768",2100,2015-01-27,"beer"
"17769",1785,2015-12-21,"bottled water"
"17770",3166,2015-04-28,"hygiene articles"
"17771",2251,2015-03-29,"whole milk"
"17772",1528,2015-02-20,"curd"
"17773",2012,2015-03-29,"cling film/bags"
"17774",3309,2015-10-28,"packaged fruit/vegetables"
"17775",1220,2015-09-08,"waffles"
"17776",2165,2015-06-17,"pastry"
"17777",3337,2015-02-01,"liver loaf"
"17778",4058,2015-12-30,"cream cheese "
"17779",1000,2015-05-27,"pickled vegetables"
"17780",3357,2015-06-08,"newspapers"
"17781",2222,2015-01-08,"dental care"
"17782",1207,2015-11-14,"whole milk"
"17783",3511,2015-06-07,"specialty cheese"
"17784",2171,2015-08-02,"curd"
"17785",3078,2015-09-01,"beer"
"17786",3879,2015-06-25,"soda"
"17787",3472,2015-02-06,"whole milk"
"17788",4519,2015-11-03,"beef"
"17789",3275,2015-10-26,"napkins"
"17790",1763,2015-09-13,"hard cheese"
"17791",4619,2015-05-27,"UHT-milk"
"17792",2955,2015-06-05,"soda"
"17793",2700,2015-11-15,"canned fish"
"17794",2830,2015-05-28,"salty snack"
"17795",4940,2015-08-21,"coffee"
"17796",1311,2015-06-29,"red/blush wine"
"17797",4116,2015-05-01,"soda"
"17798",1476,2015-03-22,"frozen vegetables"
"17799",2918,2015-11-04,"bottled water"
"17800",4121,2015-11-01,"shopping bags"
"17801",1824,2015-11-01,"bottled beer"
"17802",4293,2015-07-05,"rolls/buns"
"17803",4308,2015-12-05,"spread cheese"
"17804",2998,2015-07-14,"yogurt"
"17805",2874,2015-01-05,"hygiene articles"
"17806",1281,2015-02-11,"coffee"
"17807",3471,2015-01-14,"hygiene articles"
"17808",1936,2015-08-15,"berries"
"17809",4163,2015-05-30,"dishes"
"17810",3369,2015-12-29,"beer"
"17811",2335,2015-01-13,"beer"
"17812",3957,2015-02-15,"frozen potato products"
"17813",4841,2015-05-02,"rolls/buns"
"17814",2184,2015-12-07,"beverages"
"17815",3118,2015-12-29,"soda"
"17816",4728,2015-04-25,"chocolate marshmallow"
"17817",2527,2015-08-11,"whole milk"
"17818",2926,2015-11-08,"whole milk"
"17819",1773,2015-11-01,"pip fruit"
"17820",1801,2015-06-12,"newspapers"
"17821",1916,2015-11-13,"yogurt"
"17822",2523,2015-04-04,"curd"
"17823",2550,2015-06-08,"snack products"
"17824",1319,2015-05-19,"frozen meals"
"17825",1649,2015-05-16,"rolls/buns"
"17826",2202,2015-08-07,"newspapers"
"17827",2569,2015-07-16,"yogurt"
"17828",2925,2015-08-22,"herbs"
"17829",2293,2015-06-24,"long life bakery product"
"17830",2190,2015-10-11,"bottled water"
"17831",2234,2015-12-24,"liquor (appetizer)"
"17832",4779,2015-10-24,"beer"
"17833",3031,2015-10-27,"whole milk"
"17834",4275,2015-07-05,"salty snack"
"17835",2696,2015-05-09,"curd"
"17836",4453,2015-08-02,"frozen vegetables"
"17837",4776,2015-02-08,"butter"
"17838",3471,2015-10-12,"rolls/buns"
"17839",3143,2015-01-21,"rolls/buns"
"17840",4312,2015-04-22,"whole milk"
"17841",3327,2015-05-04,"dishes"
"17842",4344,2015-05-06,"specialty bar"
"17843",1718,2015-03-11,"red/blush wine"
"17844",3041,2015-07-10,"berries"
"17845",4110,2015-02-06,"brown bread"
"17846",2947,2015-04-28,"tropical fruit"
"17847",4280,2015-12-06,"white wine"
"17848",3022,2015-11-15,"canned fish"
"17849",1941,2015-09-16,"beer"
"17850",4494,2015-08-06,"frozen meals"
"17851",2749,2015-06-22,"citrus fruit"
"17852",1241,2015-05-22,"beer"
"17853",2066,2015-03-23,"yogurt"
"17854",1777,2015-07-11,"curd"
"17855",2178,2015-05-03,"beef"
"17856",4727,2015-04-11,"root vegetables"
"17857",3433,2015-10-01,"red/blush wine"
"17858",3035,2015-11-08,"pastry"
"17859",1464,2015-03-07,"pastry"
"17860",4161,2015-05-03,"tropical fruit"
"17861",2654,2015-11-25,"berries"
"17862",2206,2015-03-21,"herbs"
"17863",3950,2015-12-05,"herbs"
"17864",1706,2015-03-07,"bottled water"
"17865",3726,2015-05-26,"beer"
"17866",3325,2015-11-29,"white bread"
"17867",3732,2015-11-29,"oil"
"17868",2563,2015-01-06,"beer"
"17869",4924,2015-03-01,"whole milk"
"17870",1742,2015-12-12,"detergent"
"17871",4929,2015-07-27,"grapes"
"17872",1092,2015-10-09,"beer"
"17873",1907,2015-07-19,"newspapers"
"17874",3540,2015-03-05,"whole milk"
"17875",2990,2015-07-11,"meat spreads"
"17876",4088,2015-03-05,"yogurt"
"17877",2028,2015-12-20,"root vegetables"
"17878",3026,2015-01-24,"domestic eggs"
"17879",2209,2015-04-20,"rolls/buns"
"17880",4071,2015-10-15,"onions"
"17881",4393,2015-11-24,"herbs"
"17882",2047,2015-05-08,"canned beer"
"17883",4610,2015-07-19,"newspapers"
"17884",1269,2015-09-30,"whole milk"
"17885",3629,2015-01-11,"detergent"
"17886",1899,2015-10-19,"butter milk"
"17887",1982,2015-02-24,"butter"
"17888",4977,2015-04-19,"bottled beer"
"17889",2399,2015-02-12,"curd"
"17890",2675,2015-09-15,"rolls/buns"
"17891",2760,2015-07-12,"newspapers"
"17892",2058,2015-06-04,"chocolate marshmallow"
"17893",4065,2015-07-07,"beer"
"17894",1450,2015-11-16,"yogurt"
"17895",3739,2015-08-06,"whole milk"
"17896",3128,2015-07-21,"newspapers"
"17897",2331,2015-11-28,"tropical fruit"
"17898",2505,2015-10-10,"whipped/sour cream"
"17899",3758,2015-01-13,"coffee"
"17900",3574,2015-02-13,"margarine"
"17901",2563,2015-12-29,"whole milk"
"17902",2128,2015-07-09,"brown bread"
"17903",1230,2015-01-27,"butter milk"
"17904",4373,2015-08-12,"rolls/buns"
"17905",1693,2015-09-05,"specialty chocolate"
"17906",2743,2015-07-13,"whole milk"
"17907",1612,2015-03-05,"rolls/buns"
"17908",1835,2015-06-22,"jam"
"17909",3574,2015-05-08,"sliced cheese"
"17910",4102,2015-04-08,"artif. sweetener"
"17911",1283,2015-03-15,"onions"
"17912",4719,2015-10-04,"pasta"
"17913",4596,2015-06-05,"bottled water"
"17914",1380,2015-05-13,"yogurt"
"17915",1150,2015-12-04,"fruit/vegetable juice"
"17916",2937,2015-06-20,"whole milk"
"17917",2495,2015-07-04,"newspapers"
"17918",3581,2015-12-25,"sliced cheese"
"17919",3458,2015-04-27,"butter"
"17920",3723,2015-03-14,"snack products"
"17921",2249,2015-01-22,"bottled water"
"17922",1430,2015-12-17,"beer"
"17923",3039,2015-11-28,"whole milk"
"17924",3455,2015-02-01,"beer"
"17925",1831,2015-01-09,"whole milk"
"17926",4831,2015-02-27,"pastry"
"17927",3816,2015-12-18,"fruit/vegetable juice"
"17928",2314,2015-09-06,"yogurt"
"17929",2743,2015-03-24,"pastry"
"17930",1538,2015-11-30,"root vegetables"
"17931",3604,2015-04-15,"bottled water"
"17932",4734,2015-11-22,"rolls/buns"
"17933",2363,2015-06-24,"candles"
"17934",1484,2015-08-27,"bottled beer"
"17935",1764,2015-09-29,"beer"
"17936",3595,2015-03-23,"bottled beer"
"17937",4303,2015-12-25,"beer"
"17938",2695,2015-01-07,"bottled beer"
"17939",4538,2015-11-28,"liquor (appetizer)"
"17940",1979,2015-11-21,"herbs"
"17941",1148,2015-09-27,"beer"
"17942",3443,2015-04-04,"curd"
"17943",3334,2015-03-17,"soda"
"17944",2508,2015-10-06,"semi-finished bread"
"17945",4136,2015-08-11,"root vegetables"
"17946",3599,2015-05-25,"flour"
"17947",4540,2015-10-20,"mustard"
"17948",2590,2015-12-16,"pot plants"
"17949",3361,2015-06-21,"flower (seeds)"
"17950",2855,2015-11-08,"soda"
"17951",3949,2015-04-01,"bottled water"
"17952",4836,2015-07-03,"whole milk"
"17953",2464,2015-05-13,"rolls/buns"
"17954",1788,2015-10-09,"pork"
"17955",2061,2015-04-05,"whole milk"
"17956",1963,2015-12-30,"citrus fruit"
"17957",1485,2015-05-15,"packaged fruit/vegetables"
"17958",1771,2015-03-20,"specialty bar"
"17959",3758,2015-09-04,"whole milk"
"17960",3180,2015-05-04,"zwieback"
"17961",2406,2015-12-07,"whipped/sour cream"
"17962",2255,2015-04-27,"packaged fruit/vegetables"
"17963",4826,2015-01-25,"flour"
"17964",1737,2015-01-23,"rolls/buns"
"17965",2404,2015-03-08,"tea"
"17966",3467,2015-01-28,"beef"
"17967",3395,2015-08-19,"margarine"
"17968",3405,2015-03-04,"beer"
"17969",2718,2015-03-23,"chewing gum"
"17970",2927,2015-02-03,"citrus fruit"
"17971",4137,2015-12-26,"dessert"
"17972",3282,2015-06-22,"soda"
"17973",4567,2015-09-10,"rolls/buns"
"17974",4550,2015-11-09,"newspapers"
"17975",4223,2015-10-03,"soda"
"17976",2363,2015-10-25,"whole milk"
"17977",4806,2015-11-24,"whole milk"
"17978",1153,2015-12-08,"grapes"
"17979",4515,2015-01-11,"beef"
"17980",3200,2015-02-11,"beer"
"17981",1012,2015-10-03,"yogurt"
"17982",2585,2015-03-14,"butter"
"17983",2229,2015-03-19,"whipped/sour cream"
"17984",3406,2015-10-23,"rolls/buns"
"17985",2234,2015-07-15,"beverages"
"17986",2549,2015-06-14,"frozen fish"
"17987",3385,2015-02-16,"frozen vegetables"
"17988",1746,2015-08-08,"bottled water"
"17989",4632,2015-03-09,"whole milk"
"17990",1476,2015-03-29,"UHT-milk"
"17991",4738,2015-08-15,"whole milk"
"17992",4235,2015-04-26,"beer"
"17993",3574,2015-11-05,"yogurt"
"17994",4614,2015-02-23,"rolls/buns"
"17995",2216,2015-11-17,"beer"
"17996",4425,2015-10-17,"whole milk"
